Day_of_Week,Time_of_Day,Weather,Mood,Social_Context,Location,Sleep_Hours,Work_Intensity,Temperature_Preference,Milk_Type,Sugar_Level,Caffeine_Strength,Cup_Size,Spend_Amount_USD,Coffee_Type
Tuesday,Evening,Sunny,Tired,Alone,Office,6.9,Medium,Hot,Whole Milk,None,Strong,Small,4.87,Cappuccino
Thursday,Afternoon,Sunny,Energetic,Alone,On-the-Go,6.0,Medium,Iced,Whole Milk,Medium,Strong,Medium,5.91,Latte
Friday,Evening,Rainy,Tired,With Colleague,Office,6.8,High,Hot,None (Black),None,Medium,Medium,5.67,Americano
Friday,Morning,Rainy,Energetic,Alone,Home,5.6,Medium,Hot,Whole Milk,None,Strong,Medium,4.64,Latte
Tuesday,Night,Sunny,Energetic,With Friends,Office,8.4,Medium,Iced,Almond Milk,None,Strong,Small,7.0,Decaf Latte
Friday,Afternoon,Rainy,Relaxed,Alone,On-the-Go,6.3,Medium,Iced,Oat Milk,Low,Decaf,Small,5.1,Americano
Tuesday,Morning,Cloudy,Relaxed,Alone,Cafe,5.9,Low,Hot,Whole Milk,Medium,Medium,Large,5.03,Cappuccino
Wednesday,Evening,Sunny,Tired,With Friends,Office,5.1,Medium,Hot,Whole Milk,None,Medium,Medium,2.81,Espresso
Friday,Morning,Rainy,Energetic,Alone,Office,6.9,High,Hot,None (Black),None,Strong,Medium,7.11,Latte
Friday,Evening,Cloudy,Energetic,Alone,Office,6.8,Low,Iced,Whole Milk,Low,Strong,Medium,3.39,Flat White
Saturday,Morning,Sunny,Tired,With Friends,Home,7.1,Medium,Iced,Oat Milk,Low,Strong,Medium,5.14,Americano
Friday,Afternoon,Sunny,Relaxed,With Colleague,Cafe,5.0,High,Hot,Whole Milk,Medium,Strong,Medium,6.52,Iced Latte
Thursday,Afternoon,Rainy,Stressed,Alone,Cafe,4.1,Medium,Hot,None (Black),Medium,Medium,Large,3.58,Latte
Monday,Morning,Cold/Snowy,Tired,Alone,On-the-Go,7.4,Medium,Hot,Almond Milk,Medium,Decaf,Small,5.14,Espresso
Wednesday,Morning,Cloudy,Energetic,With Colleague,Home,8.7,High,Hot,Oat Milk,Low,Decaf,Medium,3.7,Cappuccino
Tuesday,Morning,Rainy,Tired,Alone,Home,5.0,Low,Hot,Whole Milk,Medium,Medium,Medium,6.3,Espresso
Tuesday,Morning,Cloudy,Stressed,With Friends,Office,8.9,Low,Iced,None (Black),Medium,Medium,Large,5.32,Espresso
Sunday,Morning,Sunny,Tired,Alone,Cafe,6.9,High,Hot,None (Black),Low,Medium,Medium,6.78,Americano
Wednesday,Afternoon,Rainy,Melancholic,Alone,Cafe,6.5,High,Iced,None (Black),Medium,Medium,Small,6.97,Latte
Sunday,Morning,Rainy,Relaxed,With Friends,Home,5.9,Medium,Iced,Whole Milk,Medium,Strong,Medium,5.74,Cappuccino
Friday,Morning,Sunny,Energetic,Alone,Home,4.4,Medium,Iced,None (Black),Low,Medium,Small,6.13,Latte
Saturday,Afternoon,Cloudy,Stressed,Alone,Office,8.0,High,Hot,Oat Milk,Low,Strong,Small,5.25,Cappuccino
Thursday,Morning,Rainy,Melancholic,Alone,Office,5.3,Medium,Hot,Almond Milk,Medium,Strong,Medium,4.42,Cold Brew
Thursday,Evening,Sunny,Stressed,With Colleague,On-the-Go,5.3,Medium,Hot,Whole Milk,None,Medium,Medium,5.74,Americano
Thursday,Evening,Cold/Snowy,Tired,With Friends,Office,8.0,Low,Iced,Whole Milk,Medium,Medium,Medium,7.04,Latte
Tuesday,Afternoon,Sunny,Energetic,Alone,Cafe,3.7,Medium,Hot,Whole Milk,Medium,Strong,Medium,4.58,Cold Brew
Friday,Afternoon,Sunny,Relaxed,Alone,Office,4.2,High,Hot,Almond Milk,Medium,Medium,Medium,4.07,Cold Brew
Tuesday,Evening,Sunny,Stressed,With Friends,Cafe,6.5,High,Hot,Oat Milk,Low,Medium,Medium,4.44,Espresso
Monday,Morning,Cloudy,Stressed,With Colleague,Office,6.9,High,Hot,None (Black),None,Light,Medium,4.68,Americano
Friday,Morning,Cloudy,Relaxed,With Friends,Cafe,7.2,High,Iced,None (Black),None,Medium,Medium,2.87,Flat White
Tuesday,Morning,Sunny,Relaxed,Alone,Home,6.0,Medium,Hot,Oat Milk,Medium,Light,Small,4.99,Americano
Sunday,Afternoon,Cloudy,Melancholic,With Friends,Office,10.0,Medium,Hot,Whole Milk,Medium,Medium,Medium,4.97,Cappuccino
Sunday,Morning,Sunny,Tired,With Friends,Home,6.2,High,Hot,None (Black),Medium,Medium,Medium,5.44,Espresso
Sunday,Afternoon,Cloudy,Energetic,Alone,Office,6.2,Medium,Hot,Whole Milk,None,Medium,Medium,4.31,Americano
Wednesday,Night,Rainy,Stressed,Alone,Office,5.3,Medium,Iced,Oat Milk,High,Strong,Medium,5.57,Macchiato
Monday,Evening,Rainy,Relaxed,Alone,Home,6.7,Low,Hot,None (Black),High,Medium,Medium,6.89,Americano
Sunday,Afternoon,Cold/Snowy,Stressed,With Friends,On-the-Go,7.4,High,Hot,Oat Milk,Low,Strong,Small,7.28,Flat White
Wednesday,Morning,Sunny,Tired,Alone,Home,8.3,Medium,Iced,None (Black),Low,Strong,Medium,5.42,Espresso
Sunday,Evening,Sunny,Relaxed,With Friends,Cafe,4.3,Medium,Iced,Oat Milk,Medium,Medium,Medium,2.71,Flat White
Sunday,Afternoon,Rainy,Stressed,With Colleague,On-the-Go,6.1,Medium,Hot,Whole Milk,Medium,Medium,Medium,7.35,Americano
Saturday,Morning,Cold/Snowy,Tired,With Colleague,Home,7.2,Medium,Hot,None (Black),High,Medium,Medium,6.03,Americano
Tuesday,Morning,Sunny,Energetic,With Colleague,Cafe,7.4,Low,Hot,Whole Milk,None,Strong,Medium,4.18,Americano
Wednesday,Evening,Sunny,Tired,On a Date,Home,6.5,High,Hot,Oat Milk,Low,Strong,Medium,3.24,Latte
Saturday,Afternoon,Sunny,Tired,Alone,Home,7.3,Medium,Hot,Almond Milk,Medium,Medium,Large,3.22,Latte
Wednesday,Evening,Rainy,Tired,With Friends,Office,5.3,Low,Hot,Whole Milk,Medium,Decaf,Large,3.34,Flat White
Tuesday,Evening,Sunny,Energetic,Alone,On-the-Go,8.8,Medium,Iced,Whole Milk,Medium,Strong,Medium,2.73,Latte
Thursday,Afternoon,Cloudy,Energetic,With Colleague,Home,8.0,Medium,Hot,Whole Milk,High,Medium,Large,7.01,Americano
Sunday,Afternoon,Cold/Snowy,Stressed,Alone,Office,4.5,High,Iced,Whole Milk,Low,Decaf,Medium,5.2,Cappuccino
Friday,Morning,Rainy,Stressed,On a Date,Office,4.9,High,Iced,Oat Milk,Medium,Strong,Large,6.0,Espresso
Thursday,Morning,Sunny,Relaxed,With Friends,On-the-Go,4.9,High,Iced,None (Black),Low,Medium,Large,6.64,Espresso
Monday,Morning,Rainy,Tired,With Colleague,Home,7.5,Low,Hot,None (Black),Low,Medium,Large,6.46,Americano
Friday,Afternoon,Sunny,Tired,Alone,Cafe,4.6,Low,Iced,Whole Milk,None,Strong,Medium,6.91,Flat White
Sunday,Afternoon,Cold/Snowy,Relaxed,Alone,Cafe,6.0,Medium,Iced,None (Black),Medium,Medium,Medium,7.34,Cappuccino
Monday,Evening,Rainy,Tired,With Colleague,Cafe,7.2,Medium,Hot,Almond Milk,High,Medium,Medium,4.7,Americano
Thursday,Morning,Sunny,Melancholic,Alone,On-the-Go,6.4,High,Hot,Whole Milk,None,Medium,Medium,7.25,Cold Brew
Saturday,Afternoon,Cloudy,Relaxed,With Colleague,Cafe,6.9,Medium,Hot,Whole Milk,None,Medium,Medium,6.12,Flat White
Friday,Afternoon,Rainy,Energetic,Alone,Home,4.9,High,Hot,Oat Milk,Medium,Strong,Large,2.85,Flat White
Friday,Afternoon,Rainy,Melancholic,With Friends,Office,7.4,Medium,Hot,Whole Milk,Medium,Medium,Small,5.91,Espresso
Friday,Afternoon,Sunny,Tired,Alone,Office,5.6,Medium,Hot,Whole Milk,High,Light,Medium,5.93,Latte
Wednesday,Morning,Cloudy,Tired,With Friends,Office,6.0,Medium,Iced,None (Black),None,Light,Medium,7.03,Espresso
Tuesday,Afternoon,Cold/Snowy,Stressed,With Friends,Office,6.9,Low,Hot,Whole Milk,None,Medium,Medium,4.36,Cold Brew
Saturday,Morning,Rainy,Energetic,Alone,Office,6.7,Medium,Iced,None (Black),Low,Medium,Large,5.42,Cold Brew
Saturday,Morning,Cold/Snowy,Melancholic,Alone,Office,6.5,Medium,Hot,Whole Milk,None,Medium,Large,2.56,Espresso
Saturday,Morning,Sunny,Tired,Alone,On-the-Go,5.4,Medium,Iced,Whole Milk,None,Medium,Medium,4.16,Espresso
Sunday,Afternoon,Rainy,Energetic,With Friends,Home,6.1,Medium,Hot,None (Black),None,Light,Medium,2.81,Americano
Thursday,Night,Rainy,Stressed,Alone,On-the-Go,6.5,Low,Hot,Whole Milk,None,Medium,Medium,5.11,Decaf Latte
Thursday,Afternoon,Rainy,Stressed,With Friends,Office,4.4,Medium,Iced,None (Black),None,Strong,Medium,6.59,Americano
Saturday,Afternoon,Rainy,Tired,Alone,Office,5.8,Medium,Hot,Almond Milk,High,Light,Medium,3.53,Cappuccino
Friday,Afternoon,Sunny,Energetic,Alone,Cafe,7.1,Low,Hot,None (Black),None,Medium,Small,5.14,Flat White
Friday,Afternoon,Sunny,Relaxed,Alone,Office,4.6,Medium,Iced,Oat Milk,Low,Medium,Medium,3.52,Latte
Saturday,Morning,Sunny,Tired,Alone,Office,8.2,Medium,Hot,Whole Milk,Medium,Medium,Medium,3.1,Espresso
Sunday,Morning,Sunny,Relaxed,Alone,Office,8.4,Medium,Iced,Whole Milk,Medium,Light,Medium,5.05,Cappuccino
Wednesday,Morning,Cloudy,Stressed,On a Date,Office,4.6,Low,Hot,None (Black),Medium,Strong,Medium,2.9,Americano
Wednesday,Morning,Sunny,Relaxed,With Colleague,On-the-Go,8.5,Medium,Hot,Almond Milk,Medium,Medium,Medium,5.44,Americano
Monday,Morning,Sunny,Stressed,Alone,Cafe,6.3,Medium,Hot,None (Black),Medium,Strong,Small,2.66,Americano
Thursday,Morning,Rainy,Tired,With Friends,Home,7.1,Medium,Iced,Whole Milk,Medium,Light,Large,3.03,Espresso
Monday,Morning,Rainy,Stressed,With Colleague,Home,5.8,High,Hot,Almond Milk,Medium,Medium,Medium,5.25,Espresso
Thursday,Night,Cold/Snowy,Relaxed,Alone,Office,7.9,Medium,Iced,Oat Milk,Medium,Strong,Small,5.46,Decaf Latte
Thursday,Morning,Rainy,Energetic,Alone,Home,7.1,Medium,Iced,Whole Milk,Low,Medium,Medium,2.64,Cappuccino
Tuesday,Morning,Sunny,Melancholic,Alone,Office,5.3,High,Hot,Almond Milk,None,Medium,Large,5.37,Latte
Friday,Morning,Cloudy,Energetic,Alone,Home,4.8,Medium,Hot,Whole Milk,Medium,Medium,Medium,6.69,Americano
Monday,Afternoon,Rainy,Tired,On a Date,Office,4.3,Medium,Iced,None (Black),Low,Light,Medium,6.11,Espresso
Monday,Morning,Sunny,Energetic,With Friends,Home,6.8,Medium,Hot,Whole Milk,High,Medium,Small,3.16,Latte
Saturday,Morning,Rainy,Melancholic,Alone,Office,7.4,Medium,Hot,None (Black),None,Decaf,Medium,5.46,Cappuccino
Wednesday,Afternoon,Cold/Snowy,Tired,Alone,Cafe,7.5,High,Hot,None (Black),Low,Light,Medium,5.86,Cold Brew
Monday,Morning,Sunny,Relaxed,With Colleague,Office,6.3,Low,Iced,Oat Milk,High,Medium,Medium,2.69,Americano
Thursday,Morning,Sunny,Relaxed,With Colleague,On-the-Go,4.8,Medium,Iced,Whole Milk,None,Light,Large,6.78,Latte
Saturday,Morning,Sunny,Energetic,With Friends,On-the-Go,5.5,Low,Hot,None (Black),High,Strong,Medium,7.03,Cappuccino
Tuesday,Morning,Sunny,Tired,With Friends,Office,8.2,Medium,Hot,Oat Milk,High,Strong,Medium,6.75,Americano
Friday,Morning,Rainy,Stressed,Alone,Home,5.8,Low,Iced,None (Black),Medium,Medium,Large,6.62,Espresso
Monday,Morning,Rainy,Tired,With Colleague,Cafe,6.7,Medium,Hot,Almond Milk,Low,Strong,Medium,6.22,Americano
Monday,Evening,Sunny,Relaxed,With Colleague,On-the-Go,4.9,High,Iced,Almond Milk,Medium,Strong,Small,5.67,Espresso
Thursday,Afternoon,Cold/Snowy,Energetic,Alone,Cafe,7.0,High,Hot,Almond Milk,Medium,Medium,Medium,5.89,Americano
Thursday,Afternoon,Cloudy,Energetic,With Friends,Home,5.8,Medium,Iced,Oat Milk,Medium,Strong,Large,6.53,Flat White
Friday,Morning,Rainy,Relaxed,Alone,On-the-Go,8.1,High,Iced,None (Black),Medium,Light,Small,5.81,Cappuccino
Friday,Evening,Cloudy,Energetic,Alone,Home,7.7,Medium,Hot,Whole Milk,High,Medium,Small,4.14,Latte
Sunday,Morning,Sunny,Energetic,Alone,Cafe,5.8,Medium,Hot,None (Black),Medium,Medium,Medium,4.38,Espresso
Thursday,Morning,Rainy,Energetic,Alone,On-the-Go,6.3,High,Hot,None (Black),High,Medium,Large,6.99,Americano
Wednesday,Afternoon,Rainy,Energetic,Alone,Home,5.7,Medium,Hot,Whole Milk,None,Decaf,Large,2.59,Cappuccino
Saturday,Morning,Cloudy,Energetic,Alone,On-the-Go,4.4,Medium,Hot,None (Black),None,Medium,Medium,5.99,Cappuccino
Tuesday,Morning,Cloudy,Relaxed,Alone,Office,5.2,Low,Iced,Almond Milk,Low,Medium,Medium,7.27,Cappuccino
Wednesday,Afternoon,Sunny,Energetic,Alone,On-the-Go,6.8,Medium,Hot,Almond Milk,Low,Medium,Medium,6.03,Cappuccino
Monday,Evening,Cold/Snowy,Energetic,Alone,Home,7.0,High,Hot,Whole Milk,Medium,Strong,Medium,7.47,Espresso
Monday,Morning,Sunny,Stressed,Alone,On-the-Go,6.7,Medium,Iced,Whole Milk,None,Medium,Large,5.94,Americano
Sunday,Afternoon,Cold/Snowy,Tired,With Friends,Home,6.0,Medium,Hot,Whole Milk,High,Light,Small,2.67,Cappuccino
Saturday,Night,Cold/Snowy,Tired,Alone,Cafe,7.9,Medium,Hot,Oat Milk,Low,Light,Medium,6.64,Decaf Latte
Friday,Morning,Sunny,Melancholic,Alone,Office,6.6,High,Iced,Whole Milk,Low,Medium,Medium,3.92,Cappuccino
Wednesday,Morning,Cloudy,Stressed,With Colleague,Office,7.6,Medium,Iced,None (Black),None,Medium,Small,4.73,Espresso
Tuesday,Morning,Sunny,Stressed,With Friends,Home,3.8,Medium,Hot,Whole Milk,Low,Light,Medium,4.06,Espresso
Tuesday,Morning,Rainy,Stressed,With Colleague,Cafe,3.0,Low,Hot,Whole Milk,None,Medium,Medium,3.84,Espresso
Tuesday,Morning,Rainy,Tired,Alone,Home,6.9,Medium,Hot,Almond Milk,None,Medium,Medium,4.66,Espresso
Thursday,Evening,Rainy,Stressed,Alone,Office,4.4,Medium,Iced,None (Black),Medium,Light,Medium,4.39,Americano
Friday,Afternoon,Cold/Snowy,Energetic,With Friends,Home,6.2,Low,Iced,None (Black),None,Medium,Medium,5.67,Espresso
Friday,Afternoon,Cloudy,Energetic,Alone,On-the-Go,6.0,Medium,Iced,Oat Milk,None,Strong,Medium,6.57,Cappuccino
Tuesday,Morning,Rainy,Energetic,Alone,Home,8.9,Medium,Hot,Oat Milk,Medium,Medium,Large,3.99,Flat White
Sunday,Evening,Cloudy,Tired,Alone,Home,7.1,Low,Hot,Oat Milk,None,Strong,Medium,3.57,Cold Brew
Friday,Night,Cold/Snowy,Tired,With Colleague,Home,6.7,Medium,Iced,Whole Milk,Low,Light,Large,5.83,Macchiato
Thursday,Evening,Sunny,Melancholic,Alone,Office,7.8,Low,Hot,Whole Milk,None,Medium,Medium,5.85,Cold Brew
Friday,Morning,Cold/Snowy,Energetic,With Colleague,Home,7.1,Medium,Hot,Whole Milk,Low,Medium,Large,7.01,Americano
Wednesday,Afternoon,Sunny,Energetic,With Colleague,Office,5.8,Medium,Hot,None (Black),Medium,Medium,Small,2.58,Iced Latte
Tuesday,Morning,Cloudy,Tired,Alone,On-the-Go,8.1,Medium,Iced,Whole Milk,None,Medium,Medium,6.77,Espresso
Wednesday,Morning,Sunny,Tired,With Friends,Cafe,4.8,High,Hot,None (Black),Medium,Medium,Small,5.11,Americano
Saturday,Morning,Sunny,Stressed,With Friends,Office,7.0,Medium,Hot,None (Black),High,Medium,Medium,5.61,Americano
Monday,Afternoon,Rainy,Energetic,With Colleague,Home,4.2,Low,Hot,Almond Milk,None,Light,Large,2.96,Americano
Monday,Afternoon,Rainy,Energetic,Alone,Cafe,6.8,High,Hot,None (Black),High,Medium,Small,4.66,Espresso
Monday,Morning,Sunny,Tired,With Colleague,Home,6.8,Medium,Iced,Almond Milk,None,Medium,Medium,3.64,Espresso
Monday,Morning,Sunny,Stressed,Alone,Cafe,9.0,Low,Hot,None (Black),None,Strong,Small,3.77,Espresso
Saturday,Morning,Rainy,Tired,On a Date,Home,4.2,High,Hot,None (Black),None,Medium,Medium,5.02,Espresso
Friday,Morning,Cold/Snowy,Tired,Alone,Office,5.6,Low,Hot,Whole Milk,Low,Medium,Small,6.56,Americano
Thursday,Morning,Sunny,Energetic,Alone,Office,7.7,Medium,Hot,Oat Milk,Medium,Medium,Small,6.22,Cold Brew
Monday,Morning,Sunny,Tired,With Colleague,On-the-Go,7.0,Medium,Hot,Whole Milk,Low,Strong,Medium,5.45,Americano
Thursday,Afternoon,Rainy,Tired,With Colleague,Home,6.8,Medium,Hot,Oat Milk,Medium,Strong,Medium,5.2,Espresso
Thursday,Morning,Sunny,Stressed,With Friends,Office,5.1,High,Iced,None (Black),Medium,Strong,Small,4.64,Espresso
Tuesday,Morning,Cloudy,Stressed,Alone,Home,5.6,Medium,Hot,Almond Milk,Low,Medium,Medium,7.36,Americano
Wednesday,Morning,Cloudy,Relaxed,Alone,Cafe,8.4,Low,Hot,None (Black),Medium,Light,Small,5.3,Cappuccino
Wednesday,Evening,Rainy,Energetic,On a Date,On-the-Go,6.4,High,Hot,Oat Milk,High,Medium,Large,3.77,Cold Brew
Friday,Afternoon,Sunny,Tired,With Colleague,Office,7.1,High,Hot,Whole Milk,None,Medium,Medium,3.65,Iced Latte
Friday,Afternoon,Cloudy,Tired,With Colleague,Office,6.3,Medium,Hot,Oat Milk,Low,Strong,Medium,5.56,Cappuccino
Monday,Morning,Rainy,Melancholic,Alone,On-the-Go,4.7,Medium,Iced,Whole Milk,Low,Light,Medium,5.11,Espresso
Wednesday,Afternoon,Cloudy,Stressed,Alone,Office,7.9,Low,Hot,None (Black),Low,Medium,Small,2.54,Americano
Friday,Morning,Rainy,Stressed,With Friends,Office,7.3,High,Hot,Almond Milk,Low,Medium,Medium,6.65,Espresso
Thursday,Afternoon,Cloudy,Tired,With Colleague,Office,10.0,Low,Hot,None (Black),Low,Strong,Small,6.02,Espresso
Saturday,Evening,Rainy,Energetic,Alone,Cafe,5.0,Low,Hot,None (Black),Medium,Light,Medium,5.81,Americano
Friday,Afternoon,Rainy,Tired,With Colleague,Home,7.7,Medium,Hot,Oat Milk,Medium,Medium,Medium,2.84,Cappuccino
Tuesday,Evening,Cold/Snowy,Stressed,Alone,Cafe,4.5,Low,Iced,None (Black),Low,Medium,Medium,4.31,Americano
Monday,Afternoon,Rainy,Melancholic,Alone,Office,6.7,Low,Hot,None (Black),None,Decaf,Small,7.18,Latte
Friday,Morning,Rainy,Melancholic,Alone,Home,8.0,Medium,Hot,Whole Milk,Low,Medium,Small,6.81,Espresso
Monday,Evening,Sunny,Energetic,Alone,Cafe,3.4,Low,Iced,Oat Milk,Low,Light,Medium,3.93,Latte
Thursday,Morning,Rainy,Energetic,Alone,Office,6.2,Low,Hot,None (Black),Low,Medium,Medium,3.29,Americano
Sunday,Afternoon,Rainy,Melancholic,Alone,Home,5.7,Low,Hot,Whole Milk,High,Strong,Small,4.75,Cappuccino
Thursday,Morning,Sunny,Stressed,Alone,Office,5.4,Low,Hot,Whole Milk,Low,Strong,Small,4.28,Espresso
Wednesday,Morning,Sunny,Tired,With Colleague,On-the-Go,7.1,Medium,Hot,Oat Milk,None,Light,Large,5.91,Espresso
Friday,Morning,Rainy,Energetic,Alone,On-the-Go,8.2,High,Hot,Almond Milk,Low,Strong,Medium,7.33,Americano
Thursday,Morning,Cloudy,Tired,Alone,On-the-Go,6.3,Medium,Hot,Oat Milk,Medium,Medium,Large,4.32,Americano
Thursday,Morning,Rainy,Energetic,Alone,On-the-Go,6.8,Medium,Hot,Whole Milk,Medium,Strong,Medium,2.81,Cold Brew
Sunday,Afternoon,Sunny,Energetic,Alone,Home,6.7,Low,Iced,Whole Milk,Low,Strong,Medium,6.99,Espresso
Wednesday,Morning,Cloudy,Stressed,With Colleague,Office,6.5,Low,Iced,None (Black),None,Light,Medium,2.69,Espresso
Sunday,Morning,Sunny,Energetic,Alone,Cafe,4.9,Medium,Iced,Whole Milk,Low,Medium,Medium,7.26,Cappuccino
Sunday,Afternoon,Rainy,Tired,With Colleague,Office,8.2,Medium,Iced,Almond Milk,Low,Medium,Small,5.82,Latte
Tuesday,Morning,Sunny,Energetic,With Friends,Office,6.9,Medium,Hot,Whole Milk,High,Strong,Small,7.21,Cappuccino
Monday,Afternoon,Sunny,Relaxed,Alone,Office,7.1,Medium,Hot,None (Black),Medium,Medium,Small,3.5,Cold Brew
Monday,Afternoon,Sunny,Stressed,Alone,Office,5.3,Medium,Hot,Whole Milk,Medium,Medium,Medium,2.7,Cappuccino
Monday,Evening,Sunny,Tired,Alone,On-the-Go,5.8,Low,Iced,Whole Milk,Low,Medium,Medium,4.94,Americano
Monday,Afternoon,Sunny,Melancholic,Alone,Office,6.2,High,Hot,Whole Milk,Low,Strong,Medium,4.75,Cappuccino
Friday,Morning,Sunny,Melancholic,With Friends,Office,4.2,Medium,Hot,Whole Milk,Medium,Strong,Large,4.16,Cappuccino
Monday,Afternoon,Rainy,Tired,With Friends,On-the-Go,4.0,Medium,Iced,Whole Milk,Low,Medium,Medium,7.29,Latte
Wednesday,Morning,Rainy,Tired,Alone,Office,5.6,Medium,Iced,None (Black),High,Medium,Medium,6.61,Americano
Saturday,Morning,Sunny,Stressed,Alone,Home,7.3,Medium,Iced,Almond Milk,Low,Strong,Large,5.81,Espresso
Monday,Afternoon,Cloudy,Relaxed,Alone,Office,5.5,High,Hot,Whole Milk,None,Strong,Medium,3.31,Americano
Saturday,Morning,Sunny,Melancholic,With Friends,Cafe,5.0,High,Hot,None (Black),Medium,Light,Small,6.17,Americano
Tuesday,Afternoon,Rainy,Relaxed,Alone,Cafe,5.3,Medium,Hot,None (Black),None,Medium,Large,6.14,Flat White
Monday,Evening,Sunny,Stressed,Alone,Cafe,5.8,Medium,Hot,Almond Milk,None,Medium,Small,4.63,Espresso
Friday,Evening,Sunny,Energetic,Alone,Cafe,6.0,Medium,Hot,Oat Milk,Low,Medium,Medium,7.12,Espresso
Friday,Evening,Rainy,Tired,With Friends,Home,9.7,High,Hot,Whole Milk,Medium,Light,Medium,3.33,Americano
Saturday,Morning,Rainy,Tired,With Colleague,On-the-Go,8.1,Medium,Hot,None (Black),Low,Medium,Medium,3.84,Espresso
Friday,Morning,Cold/Snowy,Energetic,Alone,On-the-Go,8.0,Low,Hot,None (Black),None,Medium,Medium,2.82,Flat White
Saturday,Afternoon,Rainy,Stressed,Alone,Home,8.3,Medium,Iced,None (Black),Medium,Medium,Medium,6.48,Latte
Tuesday,Morning,Cold/Snowy,Stressed,On a Date,Home,5.0,Low,Iced,Whole Milk,Low,Medium,Medium,5.61,Espresso
Tuesday,Afternoon,Sunny,Stressed,Alone,On-the-Go,4.7,Medium,Hot,Whole Milk,High,Light,Medium,4.07,Cappuccino
Saturday,Afternoon,Sunny,Tired,With Friends,On-the-Go,4.8,Medium,Hot,Whole Milk,Low,Strong,Medium,3.32,Iced Latte
Saturday,Afternoon,Sunny,Stressed,Alone,On-the-Go,8.5,Medium,Hot,Whole Milk,Medium,Strong,Medium,2.7,Latte
Sunday,Morning,Sunny,Tired,With Friends,On-the-Go,5.7,Low,Hot,None (Black),None,Medium,Medium,3.33,Americano
Wednesday,Morning,Rainy,Energetic,Alone,Office,4.6,High,Iced,None (Black),Medium,Strong,Large,4.77,Americano
Wednesday,Morning,Rainy,Relaxed,On a Date,Office,5.9,High,Iced,Whole Milk,Medium,Light,Medium,3.74,Americano
Saturday,Morning,Sunny,Stressed,With Friends,Office,6.1,High,Iced,None (Black),High,Strong,Large,3.79,Espresso
Wednesday,Evening,Cold/Snowy,Melancholic,With Colleague,Home,6.9,Medium,Hot,None (Black),None,Light,Small,6.88,Americano
Sunday,Morning,Cloudy,Tired,With Friends,Cafe,6.9,High,Iced,Whole Milk,Low,Medium,Small,5.08,Espresso
Saturday,Morning,Sunny,Energetic,With Friends,Office,5.3,Medium,Hot,Oat Milk,Medium,Medium,Small,6.15,Latte
Wednesday,Morning,Sunny,Tired,Alone,Office,7.5,Low,Hot,Oat Milk,None,Medium,Small,2.68,Espresso
Saturday,Afternoon,Sunny,Energetic,With Colleague,Office,5.5,Low,Hot,Oat Milk,Low,Medium,Medium,4.33,Frappuccino
Saturday,Afternoon,Sunny,Relaxed,On a Date,Office,6.3,Medium,Iced,Whole Milk,High,Medium,Large,4.9,Iced Latte
Monday,Morning,Sunny,Stressed,Alone,Home,7.5,Low,Hot,Whole Milk,Low,Medium,Medium,3.43,Espresso
Sunday,Morning,Rainy,Relaxed,On a Date,Home,5.5,High,Hot,None (Black),High,Strong,Large,3.1,Americano
Thursday,Morning,Sunny,Tired,With Friends,Home,5.6,Low,Hot,Almond Milk,None,Medium,Small,6.85,Espresso
Saturday,Morning,Sunny,Relaxed,Alone,Home,7.4,Medium,Hot,None (Black),Medium,Light,Large,7.2,Cappuccino
Wednesday,Afternoon,Cold/Snowy,Tired,Alone,On-the-Go,5.2,Medium,Hot,None (Black),Low,Medium,Small,2.89,Latte
Sunday,Afternoon,Cloudy,Relaxed,Alone,Home,5.9,Medium,Hot,None (Black),Low,Strong,Large,4.25,Cold Brew
Wednesday,Morning,Cold/Snowy,Tired,Alone,Home,7.3,Medium,Hot,Almond Milk,High,Medium,Small,7.29,Espresso
Monday,Morning,Sunny,Tired,Alone,Office,9.6,Low,Iced,Almond Milk,None,Medium,Large,2.92,Americano
Sunday,Night,Sunny,Energetic,Alone,Office,7.4,High,Hot,Oat Milk,Medium,Medium,Medium,5.72,Decaf Latte
Monday,Morning,Rainy,Melancholic,Alone,Home,7.2,Medium,Hot,Whole Milk,Medium,Medium,Medium,7.36,Espresso
Wednesday,Afternoon,Sunny,Tired,Alone,Cafe,7.3,Medium,Hot,Whole Milk,None,Medium,Medium,7.39,Americano
Sunday,Morning,Sunny,Energetic,On a Date,Cafe,4.9,Medium,Iced,Almond Milk,High,Medium,Medium,4.86,Latte
Sunday,Morning,Cloudy,Relaxed,Alone,Home,6.7,High,Hot,Whole Milk,Low,Light,Medium,3.31,Cold Brew
Thursday,Morning,Rainy,Energetic,Alone,Home,6.5,High,Iced,Almond Milk,Medium,Medium,Large,3.51,Cappuccino
Friday,Afternoon,Rainy,Tired,Alone,On-the-Go,7.0,Medium,Hot,None (Black),Low,Light,Medium,6.95,Latte
Wednesday,Night,Rainy,Energetic,Alone,Cafe,6.7,Medium,Hot,None (Black),Medium,Medium,Medium,7.06,Decaf Latte
Tuesday,Morning,Rainy,Energetic,With Colleague,Cafe,7.1,Medium,Iced,Oat Milk,Medium,Medium,Small,5.54,Espresso
Wednesday,Morning,Sunny,Melancholic,With Friends,Home,6.0,High,Hot,None (Black),None,Strong,Medium,6.33,Espresso
